,state_name,assembly_constituency_number,assembly_ constituency_name,candidate_name, SEX , AGE , CATEGORY ,party_name, SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED ,total_votes_in_state
1005,Maharashtra,77,Ralegaon ,Shailesh Bhaskar Kisan Gadekar,MALE,35.0,ST,BSP,Elephant,3367,3.0,3370,1.704809891,283514.0
1006,Maharashtra,77,Ralegaon ,Gulab Janba Pandhare,MALE,55.0,ST,PHJSP,Cup & Saucer,3345,2.0,3347,1.69317469,283514.0
1007,Maharashtra,77,Ralegaon ,NOTA,,,,NOTA,NOTA,2047,9.0,2056,1.040085797,283514.0
1008,Maharashtra,77,Ralegaon ,Uttam Somaji Mankar,MALE,59.0,ST,IND,Auto- Rickshaw,1736,3.0,1739,0.879722374,283514.0
1009,Maharashtra,77,Ralegaon ,Madhukar Bhimrao Ghasalkar,MALE,59.0,ST,IND,Television,1159,1.0,1160,0.586818835,283514.0
1010,Maharashtra,77,Ralegaon ,Madhusudan Bapurao Kove,MALE,48.0,ST,IND,Helicopter,964,2.0,966,0.488678444,283514.0
1011,Maharashtra,77,Ralegaon ,Sachin Vinayak Kinnake,MALE,32.0,ST,BMUP,Cot,655,3.0,658,0.332867925,283514.0
1012,Maharashtra,77,Ralegaon ,Kavita Shankar Kanake,FEMALE,31.0,ST,BVA,Whistle,648,2.0,650,0.328820899,283514.0
1013,Maharashtra,77,Ralegaon ,Namdeo Sheshrao Atram,MALE,49.0,ST,SaRaPa,Sewing Machine,438,,438,0.221574698,283514.0
1014,Maharashtra,77,Ralegaon ,Digambar Bhawrao Meshram,MALE,46.0,ST,IND,Key,420,,420,0.212468888,283514.0
1015,Maharashtra,77,Ralegaon ,Homdeo Haribhau Kanake,MALE,61.0,ST,BALP,Plate Containing Food,396,,396,0.200327809,283514.0
1016, TURNOUT , TOTAL : ,,,,,,,,197093,583.0,197676,69.72354099,
1017,Maharashtra,78,Yavatmal,MADAN MADHUKAR YERAWAR,MALE,56.0,GENERAL,BJP,Lotus,79913,512.0,80425,37.28264346,384935.0
1018,Maharashtra,78,Yavatmal,ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,MALE,60.0,GENERAL,INC,Hand,77287,885.0,78172,36.23821952,384935.0
1019,Maharashtra,78,Yavatmal,SANTOSH MAROTRAO DHAWALE,MALE,48.0,GENERAL,IND,Ring,38179,166.0,38345,17.77560415,384935.0
1020,Maharashtra,78,Yavatmal,YOGESH SHIVRAM DESHMUKH PARWEKAR,MALE,45.0,GENERAL,VBA,Gas Cylinder,7812,118.0,7930,3.676112685,384935.0
1021,Maharashtra,78,Yavatmal,BIPIN ANIL CHAUDHARI,MALE,37.0,GENERAL,PHJSP,Cup & Saucer,3724,33.0,3757,1.741633715,384935.0
1022,Maharashtra,78,Yavatmal,SANDIP ANANT DEVKATE,MALE,38.0,GENERAL,BSP,Elephant,1837,11.0,1848,0.856677962,384935.0
1023,Maharashtra,78,Yavatmal,NOTA,,,,NOTA,NOTA,1767,18.0,1785,0.827473032,384935.0
1024,Maharashtra,78,Yavatmal,"AMOL LAXMANRAO BORKHADE, ADVOCATE",MALE,44.0,GENERAL,VRA,Whistle,1307,9.0,1316,0.610058549,384935.0
1025,Maharashtra,78,Yavatmal,MANOJ MAHADEORAO GEDAM,MALE,42.0,SC,IND,Pan,584,3.0,587,0.272115781,384935.0
1026,Maharashtra,78,Yavatmal,SARIKA ABHIJIT BHAGAT,FEMALE,40.0,GENERAL,BMUP,Cot,380,7.0,387,0.179401716,384935.0
1027,Maharashtra,78,Yavatmal,ABDUL AZIZ ABDUL SATTAR DUNGE,MALE,36.0,GENERAL,SVPP,Mike,359,,359,0.166421747,384935.0
1028,Maharashtra,78,Yavatmal,JAVED HAMID SHEIKH,MALE,42.0,GENERAL,IND,Almirah,313,1.0,314,0.145561082,384935.0
1029,Maharashtra,78,Yavatmal,BAJAJ SHAM OMPRAKASH,MALE,38.0,GENERAL,BALP,Plate Containing Food,309,,309,0.143243231,384935.0
1030,Maharashtra,78,Yavatmal,ASHOK CHANDRABHANJI KALMORE,MALE,51.0,GENERAL,IND,Air Conditioner,183,,183,0.08483337,384935.0
1031, TURNOUT , TOTAL : ,,,,,,,,213954,1763.0,215717,56.03985088,
1032,Maharashtra,79,Digras,Rathod Sanjay Dulichand,MALE,48.0,GENERAL,SHS,Bow and Arrow,136338,486.0,136824,60.60165828,322980.0
1033,Maharashtra,79,Digras,Deshmukh Sanjay Uttamrao,MALE,51.0,GENERAL,IND,Cup & Saucer,72860,357.0,73217,32.42904472,322980.0
1034,Maharashtra,79,Digras,Tarik Sahir Lokhandwala,MALE,42.0,GENERAL,NCP,Clock,6168,37.0,6205,2.748299199,322980.0
1035,Maharashtra,79,Digras,Adv. Shehjad Samiulla Khan,MALE,35.0,GENERAL,VBA,Gas Cylinder,3048,29.0,3077,1.362855219,322980.0
1036,Maharashtra,79,Digras,Devrao Ramnath Masal,MALE,59.0,GENERAL,BALP,Plate Containing Food,1810,1.0,1811,0.802122458,322980.0
1037,Maharashtra,79,Digras,NOTA,,,,NOTA,NOTA,1068,15.0,1083,0.479678974,322980.0
1038,Maharashtra,79,Digras,Ejaj Navaj Khan,MALE,39.0,GENERAL,BSP,Elephant,952,7.0,959,0.424757282,322980.0
1039,Maharashtra,79,Digras,Bimod Vitthal Mudhane,MALE,40.0,GENERAL,BMUP,Cot,869,6.0,875,0.387552264,322980.0
1040,Maharashtra,79,Digras,Nandubhau Thakare,MALE,44.0,GENERAL,IND,Key,742,1.0,743,0.329087237,322980.0
1041,Maharashtra,79,Digras,Bhimrao Keshravrao Patil,MALE,73.0,GENERAL,IND,Room Cooler,584,2.0,586,0.259549288,322980.0
1042,Maharashtra,79,Digras,Ashish Manoharrao Deshmukh,MALE,36.0,GENERAL,IND,Spanner,396,,396,0.175395082,322980.0
1043, TURNOUT , TOTAL : ,,,,,,,,224835,941.0,225776,69.90401882,
1044,Maharashtra,80,Arni ,DR. DHURVE SANDEEP PRABHAKAR,MALE,52.0,ST,BJP,Lotus,81248,351.0,81599,38.6187019,312268.0
1045,Maharashtra,80,Arni ,SHIVAJIRAO SHIVRAMJI MOGHE,MALE,74.0,ST,INC,Hand,78089,357.0,78446,37.12646833,312268.0
1046,Maharashtra,80,Arni ,RAJU NARAYAN TODSAM,MALE,44.0,ST,IND,BOX,26826,123.0,26949,12.75426657,312268.0
1047,Maharashtra,80,Arni ,NIRANJAN SHIVRAM MASRAM,MALE,53.0,ST,VBA,Gas Cylinder,12253,54.0,12307,5.824585648,312268.0
1048,Maharashtra,80,Arni ,Adv. ANIL BHIMRAO KINAKE,MALE,39.0,ST,BMUP,Cot,2768,23.0,2791,1.320908308,312268.0
1049,Maharashtra,80,Arni ,NOTA,,,,NOTA,NOTA,2389,22.0,2411,1.14106411,312268.0
1050,Maharashtra,80,Arni ,Baliram Abhiman Neware,MALE,67.0,ST,BSP,Elephant,2022,10.0,2032,0.961693186,312268.0
1051,Maharashtra,80,Arni ,RAHUL SUBHASH SOYAM,MALE,25.0,ST,IND,Slate,1330,2.0,1332,0.630401242,312268.0
1052,Maharashtra,80,Arni ,Aitwar Ramreddy Ramkishtu,MALE,67.0,ST,IND,Helicopter,1212,6.0,1218,0.576447982,312268.0
1053,Maharashtra,80,Arni ,ATRAM MAROTI ALIAS PAVANKUMAR,MALE,59.0,ST,GGP,Saw,751,2.0,753,0.356375477,312268.0
1054,Maharashtra,80,Arni ,KRUSHNA TUKARAM ADE,MALE,32.0,ST,IND,Scissors,740,,740,0.350222912,312268.0
1055,Maharashtra,80,Arni ,SONERAO LAKHUJI KOTNAKE,MALE,62.0,ST,IND,BUCKET,714,2.0,716,0.338864331,312268.0
1056, TURNOUT , TOTAL : ,,,,,,,,210342,952.0,211294,67.66431399,
1057,Maharashtra,81,Pusad ,Naik Indranil Manohar,MALE,37.0,GENERAL,NCP,Clock,88560,583.0,89143,47.05208597,293635.0
1058,Maharashtra,81,Pusad ,Nilay Madhukar Naik,MALE,56.0,GENERAL,BJP,Lotus,79080,362.0,79442,41.93163584,293635.0
1059,Maharashtra,81,Pusad ,(Nana) Bele Dnyaneshwar Dadarao,MALE,40.0,ST,VBA,Gas Cylinder,11183,72.0,11255,5.940693354,293635.0
1060,Maharashtra,81,Pusad ,Shaligram Tukaram Tambare,MALE,55.0,ST,BAHUMP,Whistle,2151,2.0,2153,1.136411621,293635.0
1061,Maharashtra,81,Pusad ,NOTA,,,,NOTA,NOTA,1438,7.0,1445,0.762710075,293635.0
1062,Maharashtra,81,Pusad ,Adv. Savitatai Adhao,FEMALE,42.0,SC,BSP,Elephant,1426,5.0,1431,0.755320497,293635.0
1063,Maharashtra,81,Pusad ,Abhay Madhukar Gadam,MALE,51.0,GENERAL,MNS,Railway Engine,1296,6.0,1302,0.687230808,293635.0
1064,Maharashtra,81,Pusad ,Jinkar Sudam Rathod,MALE,33.0,GENERAL,IND,Television,900,1.0,901,0.475572165,293635.0
1065,Maharashtra,81,Pusad ,Mazeed Lala,MALE,39.0,GENERAL,TPSTP,Kettle,897,,897,0.473460856,293635.0
1066,Maharashtra,81,Pusad ,Uttam Bhagaji Kumble,MALE,51.0,SC,PRCP,Cup & Saucer,508,3.0,511,0.269719618,293635.0
1067,Maharashtra,81,Pusad ,Namdevrao Yashawantrao Ingale,MALE,59.0,ST,APoI,Coat,493,9.0,502,0.264969175,293635.0
1068,Maharashtra,81,Pusad ,Anil Laxman Rathod,MALE,27.0,GENERAL,DONP,Tractor Chalata Kissan,473,1.0,474,0.250190018,293635.0
1069, TURNOUT , TOTAL : ,,,,,,,,188405,1051.0,189456,64.52091883,
1070,Maharashtra,82,Umarkhed ,Namdev Jayram Sasane,MALE,47.0,SC,BJP,Lotus,87048,289.0,87337,44.39750707,293480.0
1071,Maharashtra,82,Umarkhed ,Khadse Vijayrao Yadavrao,MALE,63.0,SC,INC,Hand,77621,429.0,78050,39.67648793,293480.0
1072,Maharashtra,82,Umarkhed ,Dr. Vinkare Vishwanath Umaji,MALE,60.0,SC,IND,Whistle,18164,84.0,18248,9.276317127,293480.0
1073,Maharashtra,82,Umarkhed ,Pramod Motiram Duthade,MALE,50.0,SC,VBA,Gas Cylinder,6411,22.0,6433,3.270196629,293480.0
1074,Maharashtra,82,Umarkhed ,NOTA,,,,NOTA,NOTA,1491,6.0,1497,0.760995547,293480.0
1075,Maharashtra,82,Umarkhed ,Prof. Minakshi A. Savalkar,FEMALE,47.0,SC,BSP,Elephant,1211,2.0,1213,0.616624982,293480.0
1076,Maharashtra,82,Umarkhed ,Ranveer Sandesh Gautamrao,MALE,39.0,SC,IND,Key,1109,,1109,0.563756888,293480.0
1077,Maharashtra,82,Umarkhed ,Adv. Kailas Ramrao Wankhede,MALE,41.0,SC,MNS,Railway Engine,1010,5.0,1015,0.515972265,293480.0
1078,Maharashtra,82,Umarkhed ,Kishor Devidas Nagare,MALE,32.0,SC,BMUP,Cot,737,10.0,747,0.379735253,293480.0
1079,Maharashtra,82,Umarkhed ,Madhukar Narayan Wankhede,MALE,64.0,SC,IND,Almirah,611,,611,0.310600053,293480.0
1080,Maharashtra,82,Umarkhed ,Uttam Bhagaji Kumble,MALE,51.0,SC,PRCP,Cup & Saucer,456,,456,0.231806259,293480.0
1081, TURNOUT , TOTAL : ,,,,,,,,195869,847.0,196716,67.02875835,
1082,Maharashtra,83,Kinwat,Bhimrao Ramji Keram,MALE,52.0,ST,BJP,Lotus,88978,650.0,89628,48.56412146,259579.0
1083,Maharashtra,83,Kinwat,JADHAV PRADEEP NAIK,MALE,65.0,GENERAL,NCP,Clock,75864,492.0,76356,41.37280825,259579.0
1084,Maharashtra,83,Kinwat,Prof. Dr. Hamraj Uike,MALE,37.0,ST,VBA,Gas Cylinder,11639,125.0,11764,6.37421704,259579.0
1085,Maharashtra,83,Kinwat,NOTA,,,,NOTA,NOTA,1035,6.0,1041,0.564056438,259579.0
1086,Maharashtra,83,Kinwat,Vinod Rathod (Patil),MALE,68.0,GENERAL,MNS,Railway Engine,1001,1.0,1002,0.542924641,259579.0
1087,Maharashtra,83,Kinwat,Walkulwad Kondba Maroti,MALE,27.0,GENERAL,IND,DIAMOND,895,,895,0.484947658,259579.0
1088,Maharashtra,83,Kinwat,Adv Pradip Deva Rathod,MALE,43.0,GENERAL,IND,SHIP,795,2.0,797,0.431847244,259579.0
1089,Maharashtra,83,Kinwat,Madhavrao Sudamji Maraskole,MALE,68.0,ST,IND,Tractor Chalata Kissan,407,2.0,409,0.221612952,259579.0
1090,Maharashtra,83,Kinwat,Adkine Santosh Madhav,MALE,31.0,GENERAL,BMUP,Cot,397,5.0,402,0.217820065,259579.0
1091,Maharashtra,83,Kinwat,Rajesh Narayan Dhaware,MALE,33.0,SC,IND,Helicopter,399,1.0,400,0.216736384,259579.0
1092,Maharashtra,83,Kinwat,Sandipbhau Nikhate,MALE,35.0,SC,BSP,Elephant,341,2.0,343,0.185851449,259579.0
1093,Maharashtra,83,Kinwat,Mirchi Maharaj Dharamdas Tripathi,MALE,58.0,GENERAL,JJJKP,Television,314,1.0,315,0.170679902,259579.0
1094,Maharashtra,83,Kinwat,Vishal Datta Shinde,MALE,30.0,GENERAL,SBBGP,Sewing Machine,315,,315,0.170679902,259579.0
1095,Maharashtra,83,Kinwat,Anaiddin Fayyajoddin Shaikh,MALE,56.0,GENERAL,IND,Bat,304,,304,0.164719651,259579.0
1096,Maharashtra,83,Kinwat,Syed Imran Ali,MALE,32.0,GENERAL,IUML,Cup & Saucer,295,3.0,298,0.161468606,259579.0
1097,Maharashtra,83,Kinwat,Shadulla Shekha Ahemad,MALE,38.0,GENERAL,BALP,Plate Containing Food,286,1.0,287,0.155508355,259579.0
1098, TURNOUT , TOTAL : ,,,,,,,,183265,1291.0,184556,71.09820132,
1099,Maharashtra,84,Hadgaon,Jawalgaonkar Madhavrao Nivruttirao Patil,MALE,47.0,GENERAL,INC,Hand,73936,389.0,74325,37.95984658,279379.0
1100,Maharashtra,84,Hadgaon,Kadam Sambharao Urf Baburao Kohalikar,MALE,51.0,GENERAL,IND,Cup & Saucer,60776,186.0,60962,31.13499047,279379.0
1101,Maharashtra,84,Hadgaon,Ashtikar Nagesh Bapurao Patil,MALE,47.0,GENERAL,SHS,Bow and Arrow,43907,236.0,44143,22.54505896,279379.0
1102,Maharashtra,84,Hadgaon,Bharati Sudarshan Rambharati,MALE,44.0,GENERAL,VBA,Gas Cylinder,10811,45.0,10856,5.544461412,279379.0
1103,Maharashtra,84,Hadgaon,Ramchandra Fakira Rathod,MALE,62.0,GENERAL,BSP,Elephant,907,,907,0.463230149,279379.0
1104,Maharashtra,84,Hadgaon,Nakhate Satwaji Digambar,MALE,26.0,ST,BMUP,Cot,774,1.0,775,0.395814075,279379.0
1105,Maharashtra,84,Hadgaon,NOTA,,,,NOTA,NOTA,679,3.0,682,0.348316386,279379.0
1106,Maharashtra,84,Hadgaon,Adv. Marotrao Kanhobarao Hukke Patil(Vakil),MALE,44.0,GENERAL,IND,Gas Stove,629,,629,0.32124781,279379.0
1107,Maharashtra,84,Hadgaon,Ahemad A. Gaffar Shaikh,MALE,34.0,GENERAL,IND,Bat,425,,425,0.217059331,279379.0
1108,Maharashtra,84,Hadgaon,Santosh Maroti Boinwad,MALE,37.0,ST,IND,Sewing Machine,414,1.0,415,0.211952053,279379.0
1109,Maharashtra,84,Hadgaon,Ghunnar Prakash Vitthalrao,MALE,60.0,GENERAL,IND,COCONUT FARM,376,,376,0.192033667,279379.0
1110,Maharashtra,84,Hadgaon,Shrinivas Vaijnathrao Potdar,MALE,73.0,GENERAL,IND,Whistle,355,,355,0.181308383,279379.0
1111,Maharashtra,84,Hadgaon,Chandrashekhar Uttamrao Kadam,MALE,50.0,GENERAL,IND,Ring,254,2.0,256,0.130746327,279379.0
1112,Maharashtra,84,Hadgaon,Tryambakrao Shankarrao Deshmukh,MALE,39.0,GENERAL,IND,FLUTE,244,,244,0.124617593,279379.0
1113,Maharashtra,84,Hadgaon,Ha. Bha. Pa. Pracharya S.G. Chavan Unchadkar,MALE,70.0,GENERAL,IND,Tractor Chalata Kissan,225,,225,0.114913764,279379.0
1114,Maharashtra,84,Hadgaon,Tiwhale Govind Sogaji,MALE,66.0,SC,RBS,Key,224,,224,0.114403036,279379.0
1115, TURNOUT , TOTAL : ,,,,,,,,194936,863.0,195799,70.08364981,
1116,Maharashtra,85,Bhokar,Ashokrao Shankarrao Chavan,MALE,60.0,GENERAL,INC,Hand,139737,822.0,140559,67.77782064,279004.0
1117,Maharashtra,85,Bhokar,Shrinivas alias Bapusaheb Deshmukh Gorthekar,MALE,70.0,GENERAL,BJP,Lotus,42881,233.0,43114,20.78965388,279004.0
1118,Maharashtra,85,Bhokar,Ayalwad Namdev Nagorao,MALE,36.0,GENERAL,VBA,Gas Cylinder,17780,33.0,17813,8.589462923,279004.0
1119,Maharashtra,85,Bhokar,Bhagwan Bhimrao Kadam,MALE,38.0,GENERAL,SBBGP,Sewing Machine,2068,1.0,2069,0.997675787,279004.0
1120,Maharashtra,85,Bhokar,NOTA,,,,NOTA,NOTA,1294,3.0,1297,0.625415899,279004.0
1121,Maharashtra,85,Bhokar,Ratnakar S/o Shamrao Taru,MALE,40.0,SC,BSP,Elephant,1239,1.0,1240,0.597930389,279004.0
1122,Maharashtra,85,Bhokar,Paparao Pandit Chavan,MALE,39.0,GENERAL,IND,Table,956,,956,0.460985042,279004.0
1123,Maharashtra,85,Bhokar,Balaprasad Narayan Lingampalle,MALE,39.0,GENERAL,IND,Throwing a Javelin,334,,334,0.161055444,279004.0
1124, TURNOUT , TOTAL : ,,,,,,,,206289,1093.0,207382,74.3294003,
1125,Maharashtra,86,Nanded North,Balaji Devidasrao Kalyankar,MALE,39.0,GENERAL,SHS,Bow and Arrow,61934,950.0,62884,33.18399375,313523.0
1126,Maharashtra,86,Nanded North,D. P. Savant,MALE,60.0,GENERAL,INC,Hand,49916,862.0,50778,26.79563696,313523.0
1127,Maharashtra,86,Nanded North,Feroz Lala,MALE,44.0,GENERAL,AIMIM,Kite,41768,124.0,41892,22.10647965,313523.0
1128,Maharashtra,86,Nanded North,Mukundrao Narharrao Chawre,MALE,58.0,SC,VBA,Gas Cylinder,26376,193.0,26569,14.02050649,313523.0
1129,Maharashtra,86,Nanded North,Dr. Prakash Govindrao Bagate,MALE,56.0,GENERAL,BSP,Elephant,1096,9.0,1105,0.583110379,313523.0
1130,Maharashtra,86,Nanded North,NOTA,,,,NOTA,NOTA,928,12.0,940,0.496039599,313523.0
1131,Maharashtra,86,Nanded North,Sandip Renukadasrao Pande,MALE,43.0,GENERAL,PHJSP,Cup & Saucer,628,2.0,630,0.332452071,313523.0
1132,Maharashtra,86,Nanded North,Shrikant Laxmanrao Gaikwad,MALE,61.0,SC,IND,Gas Stove,601,,601,0.317148722,313523.0
1133,Maharashtra,86,Nanded North,Gangadhar Satwaji Fugare,MALE,45.0,GENERAL,MNS,Railway Engine,498,4.0,502,0.264906254,313523.0
1134,Maharashtra,86,Nanded North,Adv. Mohammad Naveed Pathan,MALE,40.0,GENERAL,IND,Envelope,477,,477,0.251713711,313523.0
1135,Maharashtra,86,Nanded North,Imran Bashar,MALE,38.0,GENERAL,BAHUMP,Auto- Rickshaw,423,,423,0.223217819,313523.0
1136,Maharashtra,86,Nanded North,Sahebrao Nagorao Gundile,MALE,45.0,SC,IND,Key,374,,374,0.197360436,313523.0
1137,Maharashtra,86,Nanded North,Suryakant Namdev Tadalapurkar,MALE,40.0,SC,IND,Pen Drive,302,,302,0.159365914,313523.0
1138,Maharashtra,86,Nanded North,Joshi Sudhakar Devidas,MALE,49.0,GENERAL,IND,Bat,278,,278,0.146701073,313523.0
1139,Maharashtra,86,Nanded North,Nitish Urf Bandu Pawade,MALE,27.0,GENERAL,IND,Kettle,248,,248,0.130870022,313523.0
1140,Maharashtra,86,Nanded North,Mohammad Ali Mohammad Rahimoddin,MALE,40.0,GENERAL,IND,Pressure Cooker,207,,207,0.109234252,313523.0
1141,Maharashtra,86,Nanded North,Rajesh Pimple,MALE,37.0,SC,IUML,Almirah,200,,200,0.10554034,313523.0
1142,Maharashtra,86,Nanded North,Gajbhare Sahebrao Bhiva,MALE,46.0,SC,IND,Laptop,175,,175,0.092347798,313523.0
1143,Maharashtra,86,Nanded North,Sagar Maroti Jadhav,FEMALE,39.0,SC,IND,Sewing Machine,161,,161,0.084959974,313523.0
1144,Maharashtra,86,Nanded North,Rohit Dattatreya Aadekar,MALE,28.0,SC,BMUP,Cot,150,1.0,151,0.079682957,313523.0
1145,Maharashtra,86,Nanded North,Sugat Dattrao Pundge,MALE,41.0,SC,BVA,Whistle,146,4.0,150,0.079155255,313523.0
1146,Maharashtra,86,Nanded North,Jaideep Subhash Paithane,MALE,32.0,SC,IND,Television,138,,138,0.072822835,313523.0
1147,Maharashtra,86,Nanded North,Sopan Balajirao Nevhal,MALE,28.0,GENERAL,RASMARP,Helicopter,132,,132,0.069656625,313523.0
1148,Maharashtra,86,Nanded North,M.Aa. Sadeeq M.Aa. Rajak,MALE,52.0,GENERAL,ANC,Gramophone,116,1.0,117,0.061741099,313523.0
1149,Maharashtra,86,Nanded North,Sambhaji Dasharath Shinde,MALE,72.0,SC,IND,Ring,67,,67,0.035356014,313523.0
1150, TURNOUT , TOTAL : ,,,,,,,,187339,2162.0,189501,60.44245558,
1151,Maharashtra,87,Nanded South,Mohanrao Marotrao Hambarde,MALE,56.0,GENERAL,INC,Hand,46584,359.0,46943,25.67773061,285122.0
1152,Maharashtra,87,Nanded South,Deelip Venkatrao Kandkurte,MALE,57.0,GENERAL,IND,Key,43021,330.0,43351,23.71291353,285122.0
1153,Maharashtra,87,Nanded South,Rajshri Hemant Patil,FEMALE,47.0,GENERAL,SHS,Bow and Arrow,36530,536.0,37066,20.27503063,285122.0
1154,Maharashtra,87,Nanded South,Farukh Ahemad Iqbal Ahemad,MALE,46.0,GENERAL,VBA,Gas Cylinder,26558,155.0,26713,14.61195957,285122.0
1155,Maharashtra,87,Nanded South,Mohammad Saber Chaus,MALE,45.0,GENERAL,AIMIM,Kite,20086,36.0,20122,11.00669526,285122.0
1156,Maharashtra,87,Nanded South,NOTA,,,,NOTA,NOTA,776,12.0,788,0.431034483,285122.0
1157,Maharashtra,87,Nanded South,Latifkhan Peerkhan Pathan,MALE,34.0,GENERAL,IND,Battery torch,760,,760,0.415718537,285122.0
1158,Maharashtra,87,Nanded South,Md. Akhmaloddin Alias Adv. Arshad Ghiyasoddin,MALE,35.0,GENERAL,IND,Gas Stove,675,,675,0.3692237,285122.0
1159,Maharashtra,87,Nanded South,Vishwanath Ramji Dhotre,MALE,54.0,SC,BSP,Elephant,636,1.0,637,0.348437773,285122.0
1160,Maharashtra,87,Nanded South,Sayed Tanveer,MALE,36.0,GENERAL,IND,DIAMOND,389,,389,0.212782251,285122.0
1161,Maharashtra,87,Nanded South,Shey Maula Shey Usman,MALE,45.0,GENERAL,IND,Carrom Board,332,,332,0.181603361,285122.0
1162,Maharashtra,87,Nanded South,Shaikh Sajid,MALE,48.0,GENERAL,BAHUMP,Whistle,321,,321,0.175586382,285122.0
1163,Maharashtra,87,Nanded South,Shivanand Ashokrao Deshmukh,MALE,30.0,GENERAL,IND,Pen Drive,319,,319,0.174492386,285122.0
1164,Maharashtra,87,Nanded South,Ashok Ananda Waghmare,MALE,27.0,SC,IND,Water Tank,308,,308,0.168475407,285122.0
1165,Maharashtra,87,Nanded South,Karnasingh Gurucharansingh Chandan,MALE,27.0,GENERAL,IND,Auto- Rickshaw,306,1.0,307,0.167928409,285122.0
1166,Maharashtra,87,Nanded South,Dr. Dasrao Raosaheb Deshmukh,MALE,76.0,GENERAL,IND,Road Roller,306,,306,0.167381411,285122.0
1167,Maharashtra,87,Nanded South,Nayyar Janha Mahamad Feroz Hussain,FEMALE,25.0,GENERAL,IND,Helicopter,302,,302,0.165193419,285122.0
1168,Maharashtra,87,Nanded South,Dhavle Suresh Baliram,MALE,47.0,SC,IND,Iron,302,,302,0.165193419,285122.0
1169,Maharashtra,87,Nanded South,Balasaheb Dagadu Jadhav,MALE,43.0,GENERAL,SBBGP,Sewing Machine,267,,267,0.146048486,285122.0
1170,Maharashtra,87,Nanded South,Altaf Ahmed,MALE,53.0,GENERAL,IUML,Cup & Saucer,251,1.0,252,0.137843515,285122.0
1171,Maharashtra,87,Nanded South,Suresh Rajesh Gomsale,MALE,32.0,SC,IND,Tyres,232,,232,0.126903553,285122.0
1172,Maharashtra,87,Nanded South,Zafar Ali Khan,MALE,74.0,GENERAL,IND,Envelope,209,,209,0.114322598,285122.0
1173,Maharashtra,87,Nanded South,Shiakh Muneer,MALE,45.0,GENERAL,IND,Bat,197,,197,0.107758621,285122.0
1174,Maharashtra,87,Nanded South,Abdul Rais Ahemad,MALE,52.0,GENERAL,ANC,Almirah,192,,192,0.10502363,285122.0
1175,Maharashtra,87,Nanded South,Prakash Kallappa Koudge,MALE,52.0,GENERAL,IND,Pressure Cooker,192,,192,0.10502363,285122.0
1176,Maharashtra,87,Nanded South,Shaikh Farukh,MALE,45.0,GENERAL,IND,Air Conditioner,188,,188,0.102835638,285122.0
1177,Maharashtra,87,Nanded South,Jaikumar Gopinath Doibale,MALE,29.0,SC,IND,Camera,143,,143,0.078220725,285122.0
1178,Maharashtra,87,Nanded South,Rajesh Rameshrao More,MALE,25.0,GENERAL,IND,Tractor Chalata Kissan,127,,127,0.069468755,285122.0
1179,Maharashtra,87,Nanded South,Panchphula Chandrakant Taru,FEMALE,38.0,SC,IND,Cot,111,1.0,112,0.061263784,285122.0
1180,Maharashtra,87,Nanded South,Milind Siddharth Sitale,MALE,34.0,SC,IND,Batsman,106,,106,0.057981796,285122.0
1181,Maharashtra,87,Nanded South,Mohammad Nadeem Mohammad Iqbal,MALE,37.0,GENERAL,IND,BENCH,95,,95,0.051964817,285122.0
1182,Maharashtra,87,Nanded South,Gani Sk Rasool M,MALE,48.0,GENERAL,IND,Television,90,,90,0.049229827,285122.0
1183,Maharashtra,87,Nanded South,Nitin Vijay Bansode,MALE,38.0,SC,IND,Pen Nib with Seven Rays,81,1.0,82,0.044853842,285122.0
1184,Maharashtra,87,Nanded South,Mahammad Mujahid Mahammad Khaja,MALE,44.0,GENERAL,IND,Basket containing Fruits,73,,73,0.039930859,285122.0
1185,Maharashtra,87,Nanded South,Mudsaruddin Alimuddin,MALE,40.0,GENERAL,IND,Football,73,,73,0.039930859,285122.0
1186,Maharashtra,87,Nanded South,Rauf Abdul Wahed Abdul,MALE,63.0,GENERAL,IND,Binoculars,67,,67,0.036648871,285122.0
1187,Maharashtra,87,Nanded South,Sambhaji Dashrath Shinde,MALE,72.0,SC,IND,Ring,67,,67,0.036648871,285122.0
1188,Maharashtra,87,Nanded South,Mansoor Khan Maheboob Khan,MALE,51.0,GENERAL,IND,COMPUTER,64,,64,0.035007877,285122.0
1189,Maharashtra,87,Nanded South,Sajeer Rashid Mohammad,MALE,41.0,GENERAL,IND,Apple,47,,47,0.02570891,285122.0
1190, TURNOUT , TOTAL : ,,,,,,,,181383,1433.0,182816,64.11851769,
1191,Maharashtra,88,Loha,Shyamsundar Shinde,MALE,64.0,GENERAL,PWPI,Cart,100462,1206.0,101668,52.76109915,274323.0
1192,Maharashtra,88,Loha,Shivkumar Narayanrao Narangale,MALE,42.0,GENERAL,VBA,Gas Cylinder,37120,186.0,37306,19.3601287,274323.0
1193,Maharashtra,88,Loha,Dhondge Mukteshwar Keshavrao,MALE,48.0,GENERAL,SHS,Bow and Arrow,30428,537.0,30965,16.06943616,274323.0
1194,Maharashtra,88,Loha,Dilip Shankaranna Dhondge,MALE,38.0,GENERAL,NCP,Clock,14436,81.0,14517,7.533667194,274323.0
